OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt
-0.8204445578548297,-0.40709314807972335,-1.056543843657237,0.5726121928947197,-1.0555657250367967,-0.4554689634533773
-0.08893368489724114,0.08317012986669654,0.2950916540335109,-0.5965465945922769,0.7736638993593138,0.7186089531287432
-0.8204445578548297,-1.3952502608277602,-2.408179341347985,-0.6033572283057933,-1.0555657250367967,-1.9882929101022566
-0.8204445578548297,0.45897505498515845,-1.056543843657237,-0.7509209587653172,-1.0555657250367967,-1.1077344726656664
-0.8204445578548297,0.3120868355226124,-1.056543843657237,-0.0812086436028629,0.7736638993593138,-1.5317070536536543
-0.8204445578548297,-1.208301617875429,0.2950916540335109,-0.38087652699758817,-1.0555657250367967,0.03373016845583956
-0.08893368489724114,0.062186098514904246,0.2950916540335109,-0.8576208869437421,0.7736638993593138,1.1099682586561166
-1.5519554308124182,-0.7123154222876111,-1.056543843657237,-0.6033572283057933,-1.0555657250367967,-1.5969336045748832
-0.08893368489724114,-0.20106811298939903,0.2950916540335109,0.817795006581313,0.7736638993593138,0.32724964760136965
1.374088061017936,-0.05990281116825089,0.2950916540335109,0.9857906381813863,0.7736638993593138,1.1751948095773455
-0.08893368489724114,-1.1720564728132423,-1.056543843657237,-0.5624934260246944,-1.0555657250367967,-0.16194948430784717
-0.8204445578548297,-0.8420348888259636,0.2950916540335109,-0.08574906607854055,-1.0555657250367967,-0.16194948430784717
0.6425771880603474,0.1403993062806755,0.2950916540335109,0.47499310966765,0.7736638993593138,0.2294098212195263
0.6425771880603474,0.8748404035934056,0.2950916540335109,-0.6669231429652805,0.7736638993593138,-0.19456275976846163
0.6425771880603474,-0.6932390301496182,0.2950916540335109,0.2320805072188954,-1.0555657250367967,-0.06410965792600382
-0.08893368489724114,1.4108870226710086,0.2950916540335109,-0.11753202340828414,0.7736638993593138,1.0121284322742732
-0.08893368489724114,1.3956259089606142,0.2950916540335109,1.6963667556249395,0.7736638993593138,-0.5859220652958351
-0.8204445578548297,-1.3399287236275805,0.2950916540335109,-0.5375211024084673,-1.0555657250367967,-0.5206955143746061
-0.08893368489724114,-0.19343755613420183,0.2950916540335109,-0.8439996195167091,-1.0555657250367967,0.19679654575891184
-0.08893368489724114,0.23578126697064047,0.2950916540335109,1.2355138743436573,0.7736638993593138,0.4903160249044419
-0.8204445578548297,-1.4086037353243555,-1.056543843657237,-0.6669231429652805,-1.0555657250367967,-1.4664805027324255
-0.8204445578548297,2.1109906141353516,2.998362649415007,0.42277825119735696,0.7736638993593138,-0.06410965792600382
-0.8204445578548297,0.09270832593569303,-1.056543843657237,-0.04488526379744164,-1.0555657250367967,-1.4012539518111964
